fsq_id,category_id,category_name
52cd28db11d2873aded2c38d,15031,Doctor's Office
4e580daba80965586111bcde,15031,Doctor's Office
4e60222cc65b2dc89e9f9be9,13000,Dining and Drinking
4eac9d8a29c2a9bb974d4c81,12101,Church
4b697af1f964a520f2a32be3,15054,Veterinarian
50c39923e4b0300631cb2fd1,17024,Camera Store
51f46acc498e391b6ff861ba,13276,Sushi Restaurant
579375f3498e1e1d0ce48dcc,17012,Motorcycle Dealership
4b538036f964a520da9f27e3,10051,Stadium
4d7d0e649b1f1456b2a42a7f,17069,Grocery Store
4cb0fe89c5e6a1cd253adaf6,17003,Arts and Crafts Store
4f650d19e4b0c65cc4e08c89,16032,Park
51f18535498e34f2514ed645,13263,Japanese Restaurant
4f03bdb930f8dd7f42911a58,18056,Skating Rink
4b65b6bbf964a52040fb2ae3,13099,Chinese Restaurant
542dd84a498e92eb49d75a61,13338,Seafood Restaurant
510ee3a6e4b0c50297eeb7bc,16041,Plaza
4be98982f90e9c74394ee3ed,16041,Plaza
528e213511d2e97749f335d1,11009,Automotive Service
528e213511d2e97749f335d1,17011,Car Parts and Accessories
4e7504c6d1643f93b1bd35f2,17003,Arts and Crafts Store
4f91ee1f6d86ed94c58cd63e,13064,Pizzeria
4c1b6d0d55e4c9b60c424923,11026,Daycare
4c1b6d0d55e4c9b60c424923,16037,Playground
4be309fed27a20a12b11915b,16041,Plaza
589751d4266c1156194707ac,13141,Empanada Restaurant
59d29f08b9a5a8145755497a,18065,Sports Club
4db44c275da3a76f443b60c1,13064,Pizzeria
4ddecfc6c65bb2aa73992afd,17035,Drugstore
4cb06d821463a143ff949ca9,17025,Electronics Store
4cb09c40aef16dcb3256b254,18047,Tennis Court
4e87ac9cb634b5545999790d,13064,Pizzeria
4bbfba6cabf49521fd2fbe93,13099,Chinese Restaurant
4ec52846b6340064ff5807d6,17096,Miscellaneous Store
51c8c9c4454a28227f991655,13028,Breakfast Spot
4f562c55e4b00e891e3d4f33,12080,Library
53e01b4f498e46a6b3435ab3,17029,Convenience Store
5a2c121dad910e06bf9126c7,13055,Fried Chicken Joint
4b8d9b56f964a520e10333e3,13165,German Restaurant
4bca73dcb6c49c7407a99091,17035,Drugstore
4c019b2fb58376b05f74443c,17035,Drugstore
4d31c188c75a6ea8205007ae,13065,Restaurant
4b87278af964a52099b331e3,12072,Police Station
4d8504c05091370481078d5b,17012,Motorcycle Dealership
5b1a6ca1d1a402002c646428,17096,Miscellaneous Store
50572ccde4b021c8a93d860b,12110,Synagogue
50231a49e4b0068b78d88ff8,16030,Other Great Outdoors
4bccac24937ca593b08bab92,12059,High School
4ec92f809adf9c7bf50a3e63,17054,Flea Market
4e5c000bb0fb4a6489a3cc19,12086,Non-Profit Organization
4b5b230ef964a520bce528e3,17025,Electronics Store
5c51f78544f419002519a9d9,17045,Jewelry Store
511d1053e4b03c1e697ffeae,15004,Assisted Living Service
518b9802498ec40b9a3edc10,15007,Dentist
596fdafde185f32f9a4e551b,15041,Ophthalmologist
4ede829bc2ee11fe1bae06a6,17026,Mobile Phone Store
4c2f3ec9ed37a593fddd6603,16037,Playground
62febb15398c592a015bc364,17082,Furniture and Home Store
5c15ab543b8307002ccae65d,13322,Peruvian Restaurant
5e09003c7b985c0007e59080,17043,Clothing Store
610fefdb8c3c5908e6b89cc5,17114,Shopping Mall
51ea951c498edfd8d8286551,13035,Coffee Shop
5df635f8775cb40008352974,17117,Sporting Goods Retail
4cd71ec0b97060fcb45ef27b,17047,Men's Store
4cd71ec0b97060fcb45ef27b,17052,Women's Store
560dc1f0498ebe207511309a,17045,Jewelry Store
515dafdae4b09b10b0182a80,17020,Boutique
5855d92245c3ed6f71bded31,13065,Restaurant
4bb7d13cb35776b05d3bc801,17062,Chocolate Store
4b549b4ef964a52060c227e3,17114,Shopping Mall
4c2b6be2ae6820a1e7c01743,16037,Playground
53a60d01498e070ad5140803,10004,Art Gallery
53a60d01498e070ad5140803,10047,Public Art
54e55ff0498ece9b0cd51ec1,13036,Tea Room
54e55ff0498ece9b0cd51ec1,13065,Restaurant
4b5644eaf964a520790828e3,10043,Theater
4d8fb6e0d4ec8cfaa9be9289,17030,Cosmetics Store
4b5a3e3ef964a52001b728e3,10024,Movie Theater
4fb028d8e4b0b84e1d49a054,16006,Bridge
546fe71b498e94529d2eedc7,13334,Sandwich Spot
4cfe24fe20fe3704d48763f8,15000,Health and Medicine
4e7d0c39f5b924f463dc8e0d,18064,Soccer Field
4bb78aca53649c749ed745fb,17062,Chocolate Store
5563751a498eb97d2713be89,13035,Coffee Shop
bead13d097a14995c5d4e8ec,10000,Arts and Entertainment
bead13d097a14995c5d4e8ec,11006,Audiovisual Service
bead13d097a14995c5d4e8ec,11121,Media Agency
529bc305498ebc69cff7241f,18000,Sports and Recreation
4b75938cf964a52073152ee3,16032,Park
52158c70bce605fb34311c55,17035,Drugstore
4ce7b63df1c6236a80305bf0,15016,Medical Center
5494d755498e6b7ba4e3d2a5,13199,Indian Restaurant
4e7229fba8090a3f73a2e3e3,15016,Medical Center
4e6cee821f6e84ca4c9746a4,16000,Landmarks and Outdoors
4dbc6fe8a86e0e98a1e40fde,11162,Security and Safety
4dbc6fe8a86e0e98a1e40fde,11167,Technology Business
4dbc6fe8a86e0e98a1e40fde,17042,Children's Clothing Store
4dbc6fe8a86e0e98a1e40fde,17043,Clothing Store
56978d2e498e9a6d14e3b016,13035,Coffee Shop
4bc492a874a9a59339fcd5f6,13144,Falafel Restaurant
4c6a96982c29d13a8d1a0e41,12054,Music School
4ced3d07b80da093e2c22000,13377,Vegan and Vegetarian Restaurant
4b598507f964a520f78a28e3,13002,Bakery
4b598507f964a520f78a28e3,13032,"Cafe, Coffee, and Tea House"
4b598507f964a520f78a28e3,13065,Restaurant
5b69e42e628c83002c1d59ae,13035,Coffee Shop
58091ee6d67c580947c334ec,13035,Coffee Shop
4c3ce0124bc9a5939545d371,15041,Ophthalmologist
5428658f498e49927ee8f213,17000,Retail
51956f77498ef1d81071e484,11076,Home Improvement Service
51956f77498ef1d81071e484,13065,Restaurant
51956f77498ef1d81071e484,17082,Furniture and Home Store
4b9ba176f964a520071536e3,11028,Construction
4b9ba176f964a520071536e3,17028,Construction Supplies Store
4bae2b1df964a520db8c3be3,17042,Children's Clothing Store
4c658b74e2ee9c74f9c42e2f,16037,Playground
84076a776ec7439e42c95363,17082,Furniture and Home Store
4b509dddf964a520a22927e3,13034,Café
4b509dddf964a520a22927e3,13334,Sandwich Spot
4c043a8b9a7920a13702d179,15041,Ophthalmologist
4b598507f964a520f78a28e3,13002,Bakery
4b598507f964a520f78a28e3,13032,"Cafe, Coffee, and Tea House"
4b598507f964a520f78a28e3,13065,Restaurant
4bcdbae2cc8cd13a56fbc2cf,17117,Sporting Goods Retail
5b69e42e628c83002c1d59ae,13035,Coffee Shop
548f0e65498e858c539b690a,13039,Deli
4ce7b63df1c6236a80305bf0,15016,Medical Center
4e7229fba8090a3f73a2e3e3,15016,Medical Center
4b50e2dff964a520fb3627e3,16037,Playground
4e340c4a1f6efba2411d34a7,12054,Music School
5563751a498eb97d2713be89,13035,Coffee Shop
53f34a50498efa18a806cc6a,13034,Café
53f34a50498efa18a806cc6a,13035,Coffee Shop
53f34a50498efa18a806cc6a,13065,Restaurant
503be348e4b0f3d4bdab9397,17000,Retail
552e9eab498ef6abfde6781c,13236,Italian Restaurant
5a6f4d151ffe9765ddfc2ca9,15016,Medical Center
5a032d82f193c01e83ef85e2,17057,Food and Beverage Retail
53a60d01498e070ad5140803,10004,Art Gallery
53a60d01498e070ad5140803,10047,Public Art
59c5344cbb8d364e9b7ecb9f,13263,Japanese Restaurant
529bc305498ebc69cff7241f,18000,Sports and Recreation
4c2b6be2ae6820a1e7c01743,16037,Playground
597fe1760ff4f9479ff93481,13041,Creperie
4b7ff80ff964a5209b4730e3,16041,Plaza
546fe71b498e94529d2eedc7,13334,Sandwich Spot
4e8f612cb8f79f71de0f820d,13039,Deli
4cd71ec0b97060fcb45ef27b,17047,Men's Store
4cd71ec0b97060fcb45ef27b,17052,Women's Store
53f24ab7498e883231556b15,13035,Coffee Shop
4cadfa320799b7130d7fafe7,17000,Retail
4bb7d13cb35776b05d3bc801,17062,Chocolate Store
4b5c76f9f964a520213129e3,13002,Bakery
4b5c76f9f964a520213129e3,13047,Pastry Shop
56a10df2498ed0730820e9ad,13334,Sandwich Spot
56a10df2498ed0730820e9ad,17069,Grocery Store
4cc1d409c844721eb591d801,13046,Ice Cream Parlor
50a2622de4b0e39cef3add74,17069,Grocery Store
4ba2b46af964a520ef1138e3,13064,Pizzeria
4ba2b46af964a520ef1138e3,17077,Meat and Seafood Store
4e47363a887781a619b67373,17035,Drugstore
5101e9bce4b033a3f90e95bd,13010,Dive Bar
4dc9952752b1d5fded04caa4,15031,Doctor's Office
4b7ff80ff964a5209b4730e3,16041,Plaza
4e8f612cb8f79f71de0f820d,13039,Deli
5a6f4d151ffe9765ddfc2ca9,15016,Medical Center
4e340c4a1f6efba2411d34a7,12054,Music School
59c5344cbb8d364e9b7ecb9f,13263,Japanese Restaurant
4cfd1b9bfeec6dcb88445036,18000,Sports and Recreation
5a032d82f193c01e83ef85e2,17057,Food and Beverage Retail
518008b7e4b027f3c5788835,13039,Deli
518008b7e4b027f3c5788835,13040,Dessert Shop
597fe1760ff4f9479ff93481,13041,Creperie
59d63f6d9b0473066f921b0f,13034,Café
51d1d26a498efa52a7ea2e0c,16041,Plaza
4c043a8b9a7920a13702d179,15041,Ophthalmologist
4b6b433df964a520c8fc2be3,16032,Park
5050f195e4b0694f64534402,13046,Ice Cream Parlor
5050f195e4b0694f64534402,13065,Restaurant
4ce424a1748d6ea84cc2ce50,17068,Gourmet Store
4ba2b46af964a520ef1138e3,13064,Pizzeria
4ba2b46af964a520ef1138e3,17077,Meat and Seafood Store
4d82842d9b7ab1f7b7245541,17065,Farmers Market
4be1a71885670f4732c92bd7,13035,Coffee Shop
4e9f176ff9f4b4dfce453af2,17117,Sporting Goods Retail
55820805498e3b8309f577e4,13065,Restaurant
4d81184d70d18cfa0a6faa94,15000,Health and Medicine
4d81184d70d18cfa0a6faa94,17035,Drugstore
52a5ad67498e56c8fc5f019e,13035,Coffee Shop
562fdbbd498ece7f1866a533,13035,Coffee Shop
562fdbbd498ece7f1866a533,13065,Restaurant
503679ece4b045e72ee98a0a,13049,Diner
563255ae498e0724891914f1,13026,BBQ Joint
563255ae498e0724891914f1,13049,Diner
4b509dddf964a520a22927e3,13034,Café
4b509dddf964a520a22927e3,13334,Sandwich Spot
4ee4c5e16da14e7d9a025262,16032,Park
5720aaa4498ee9a7567ae528,13035,Coffee Shop
4d6d695d1dfca35de9cb47e0,17096,Miscellaneous Store
4d6d695d1dfca35de9cb47e0,19020,Parking
5360e09311d2d1ee672102b8,13035,Coffee Shop
4b68dda0f964a520c6902be3,16041,Plaza
4b846809f964a5209b3331e3,16041,Plaza
4c0ec1f91281c9b6b0861d1d,17000,Retail
4da8fa40a86e771ea700d560,17029,Convenience Store
4bafc6e6f964a520fb1f3ce3,13034,Café
4c9d4d3203133704afc95dd5,17035,Drugstore
4c08233da1b32d7fdb8b95f0,13034,Café
4c08233da1b32d7fdb8b95f0,13065,Restaurant
4e4bfae1483bb8f059992caa,17030,Cosmetics Store
4bc09cc7461576b0d35f7a32,12009,Education
4b72595bf964a52070782de3,17069,Grocery Store
4b6963dbf964a520cda02be3,17066,Fish Market
4d7836b40db5a0905108be4e,15007,Dentist
4d123334d1848cfaa9f2b971,13002,Bakery
4d123334d1848cfaa9f2b971,13065,Restaurant
5260692611d26297cd560c04,13028,Breakfast Spot
4dc9952752b1d5fded04caa4,15031,Doctor's Office
4d3a0e7b979ea14370148cfc,13002,Bakery
4d3a0e7b979ea14370148cfc,13070,Argentinian Restaurant
5d0e8d273cb69900246141d8,13064,Pizzeria
4e2d586b45dd3272c825eb92,12057,Primary and Secondary School
4e7b2d04b80384d5f5587c5f,10051,Stadium
52292a5b11d2adfd15502d6c,13032,"Cafe, Coffee, and Tea House"
52292a5b11d2adfd15502d6c,13334,Sandwich Spot
4dbdcefe815439392fb56476,13002,Bakery
4dbdcefe815439392fb56476,13382,Snack Place
4dbdcefe815439392fb56476,17057,Food and Beverage Retail
4b68b79cf964a520e3882be3,13002,Bakery
4b68b79cf964a520e3882be3,13040,Dessert Shop
4f7110fbe4b0c719b216ea1d,16032,Park
4b84740bf964a520683631e3,13334,Sandwich Spot
4b84740bf964a520683631e3,17077,Meat and Seafood Store
4b621747f964a520cd342ae3,13099,Chinese Restaurant
5041fc6de4b03ccc16c4b05b,16033,Dog Park
576ec411498e84c74d369d46,13034,Café
576ec411498e84c74d369d46,13035,Coffee Shop
576ec411498e84c74d369d46,13042,Cupcake Shop
4ed3957ce5faa5ec067c791d,13039,Deli
4ed3957ce5faa5ec067c791d,17030,Cosmetics Store
4ed3957ce5faa5ec067c791d,17057,Food and Beverage Retail
4ed3957ce5faa5ec067c791d,17101,Garden Center
4d84ecdc40a7a35d98c515be,17059,Butcher
4fc13b30e4b0a06f8e78259b,11163,"Shipping, Freight, and Material Transportation Service"
4fc13b30e4b0a06f8e78259b,13048,Pie Shop
4fc13b30e4b0a06f8e78259b,17131,Stationery Store
4b5c76f9f964a520213129e3,13002,Bakery
4b5c76f9f964a520213129e3,13047,Pastry Shop
4f0797c6e4b0a22299fdb61b,17069,Grocery Store
4f0797c6e4b0a22299fdb61b,17076,Liquor Store
4b846809f964a5209b3331e3,16041,Plaza
4b9827baf964a520213035e3,13002,Bakery
4f97fe20e4b0f1b74f287574,17035,Drugstore
51fc6cfd498effc009c396f3,17069,Grocery Store
4b8af173f964a5207c8a32e3,16032,Park
5231bd2011d213f996d3903e,17102,Office Supply Store
4c4cde0f7711e21e70046da0,16041,Plaza
4eadc3a7e5fad025f845731c,16041,Plaza
58b5deb04988da2e37098716,17067,Fruit and Vegetable Store
4bd82522dc4b9521b7697888,11015,Tire Repair Shop
521061cb7e48fe07fefd4824,17035,Drugstore
4bc91c7d0687ef3b8d77d9cc,13034,Café
4b64e0fdf964a520e9d62ae3,13276,Sushi Restaurant
4b7f1472f964a520fa1430e3,13236,Italian Restaurant
4b7f1472f964a520fa1430e3,13289,Korean Restaurant
4e6d06e8b61c739ba8cf84f0,16041,Plaza
a64a2251ad4b420ef18a1bf4,11170,Telecommunication Service
5519e2f9498ef6b883d190bc,13276,Sushi Restaurant
4be5987c2468c9288d370043,13099,Chinese Restaurant
4be5987c2468c9288d370043,13276,Sushi Restaurant
50c61c3ce4b07785576d3e15,13099,Chinese Restaurant
521fff9211d2891dec96b554,13099,Chinese Restaurant
4e73ab6488778d253b3cf999,17043,Clothing Store
4ee39fd69911944900433bfc,13145,Fast Food Restaurant
50c61c3ce4b07785576d3e15,13099,Chinese Restaurant
4b8af173f964a5207c8a32e3,16032,Park
4c9681f082b56dcb0e36e2aa,13002,Bakery
4c9681f082b56dcb0e36e2aa,13047,Pastry Shop
4c9681f082b56dcb0e36e2aa,13065,Restaurant
4dd7f5fd45ddced820940446,18033,Hockey Field
514c7dade4b046ee8e73b72d,13322,Peruvian Restaurant
4ed3957ce5faa5ec067c791d,13039,Deli
4ed3957ce5faa5ec067c791d,17030,Cosmetics Store
4ed3957ce5faa5ec067c791d,17057,Food and Beverage Retail
4ed3957ce5faa5ec067c791d,17101,Garden Center
4b69a8c3f964a520d5ab2be3,13026,BBQ Joint
4d84ecdc40a7a35d98c515be,17059,Butcher
4f7110fbe4b0c719b216ea1d,16032,Park
4b84740bf964a520683631e3,13334,Sandwich Spot
4b84740bf964a520683631e3,17077,Meat and Seafood Store
4be4c3602457a59319c1aa15,18065,Sports Club
5248bcf493cdc4416e7ce8d1,15016,Medical Center
5f7675d260284b4f4e8e3261,13009,Cocktail Bar
4b846809f964a5209b3331e3,16041,Plaza
4b68b79cf964a520e3882be3,13002,Bakery
4b68b79cf964a520e3882be3,13040,Dessert Shop
4ce424a1748d6ea84cc2ce50,17068,Gourmet Store
4b64d547f964a52092d32ae3,13003,Bar
4b64d547f964a52092d32ae3,13064,Pizzeria
4dbdcefe815439392fb56476,13002,Bakery
4dbdcefe815439392fb56476,13382,Snack Place
4dbdcefe815439392fb56476,17057,Food and Beverage Retail
4b6963dbf964a520cda02be3,17066,Fish Market
4bfc0fa2e05e0f474320cfa8,13099,Chinese Restaurant
52910bd511d241fdeee6ccb7,17006,Car Dealership
4bbb5c5598c7ef3b27083402,13003,Bar
59dc2c835c6838313a769175,13276,Sushi Restaurant
527f021711d2bbaf44636849,13018,Pub
4ba6507cf964a520634539e3,13064,Pizzeria
4ba6507cf964a520634539e3,13145,Fast Food Restaurant
4bc8f19eb6c49c740c7c8d91,13002,Bakery
4bc8f19eb6c49c740c7c8d91,17057,Food and Beverage Retail
59bb2b404382ab3f4ddbd642,13099,Chinese Restaurant
56f7f8b3498ed65c40439036,13036,Tea Room
5b3faa328d0a53002cae64c9,13322,Peruvian Restaurant
52292a5b11d2adfd15502d6c,13032,"Cafe, Coffee, and Tea House"
52292a5b11d2adfd15502d6c,13334,Sandwich Spot
4bc514766c26b713d5e6eaf3,11130,Office Building
50bbdb57e4b0073c1750ac6d,16030,Other Great Outdoors
4d82b42a99b78cfaf75e911f,12082,Organization
05c0d3a6f4a649b06b20ead2,11028,Construction
cc6feb6ba8e848b24461491c,12009,Education
4d8158a7baf9a35ddf579521,13016,Lounge
59e2d15fe1f22816d1e4d672,13065,Restaurant
59e2d15fe1f22816d1e4d672,13035,Coffee Shop
59b848793b4e004ccc423978,13035,Coffee Shop
5ac7a8d32c7eb955665f7cd6,13065,Restaurant
59d3ff96625a666431c40b07,10024,Movie Theater
59b3443f112c6c0852cc3dd1,10024,Movie Theater
4cf94caed7206ea827013269,16032,Park
4cf94caed7206ea827013269,18000,Sports and Recreation
59b5aaac23a2e6344a7ddcee,17043,Clothing Store
53c05dd0498e05879772b82a,17114,Shopping Mall
4eb5538f02d5f33e9281e9a6,16020,Historic and Protected Site
4e19fa84b61c8f9ada5af75d,18000,Sports and Recreation
5cedca493ba767002c7a32e0,13002,Bakery
5cedca493ba767002c7a32e0,13065,Restaurant
4dcda075c65bdac7134ca6b6,10051,Stadium
750d6cd5c05d4e8f8ccd89eb,13002,Bakery
4e7504c6d1643f93b1bd35f2,17003,Arts and Crafts Store
4d29a9c23c79548118c0d99b,10039,Music Venue
4d29a9c23c79548118c0d99b,13002,Bakery
4d29a9c23c79548118c0d99b,13065,Restaurant
50bb702de4b09b57e86ca870,10027,Museum
4d01446af94a6dcbefacf843,16032,Park
4be98982f90e9c74394ee3ed,16041,Plaza
4ec0fbd29adfe2b7b6a9af1f,16030,Other Great Outdoors
4ef7d9b2775b54cdb4cec1b8,13058,Hot Dog Joint
c3cf79a0ff544d8f72c2a1ec,18075,Swimming Pool
508d5d6ce4b09882128c6b0c,12059,High School
4cfc16b434c1a093c185490e,12101,Church
59d29f08b9a5a8145755497a,18065,Sports Club
51f18535498e34f2514ed645,13263,Japanese Restaurant
4d4c7e5500d28cfa08fcc574,11130,Office Building
a8a4ff95426a4637b69f65cc,11122,Metals Supplier
4bf18cf5d39ad13a6b5faa0e,15016,Medical Center
4cbafc524c60a093424349ca,17065,Farmers Market
5188b004498e1bdcef61a564,16032,Park
4ecd194b46907179cbb63532,16032,Park
4ec3f798cc213c5f1f9b6502,15010,Emergency Room
b5c2cacd87094f3a7299a412,13065,Restaurant
01e8b8522c29462a93ede33b,11060,Geological Service
e8be15dd222d4545ede01b26,15016,Medical Center
4cb0fe89c5e6a1cd253adaf6,17003,Arts and Crafts Store
8e9d6fbf06d74916410e1f9e,17011,Car Parts and Accessories
4dffbbc4fa76a10d9bc792ab,10000,Arts and Entertainment
