fsq_id,name,closed_bucket,distance,station_id
55b17b28498e94bad0586829,Rubaiyat,VeryLikelyOpen,389,0e8dfc3f137cb3911bd32f5fd45e0f93
5cde0e6d31ac6c002c588ec2,Panchita,LikelyOpen,340,0e8dfc3f137cb3911bd32f5fd45e0f93
4eaa1120b8f7a50de8ab3123,La Mar,VeryLikelyOpen,421,0e8dfc3f137cb3911bd32f5fd45e0f93
4b574bbef964a520dc2f28e3,Mestizo,VeryLikelyOpen,421,0e8dfc3f137cb3911bd32f5fd45e0f93
56588808498eccbbde9ff9b1,Carnal Prime,VeryLikelyOpen,377,0e8dfc3f137cb3911bd32f5fd45e0f93
5a0b26d451950e1a436b09a9,Osaka Santiago,Unsure,458,0e8dfc3f137cb3911bd32f5fd45e0f93
4b8fad51f964a520a05c33e3,Starbucks,LikelyOpen,473,0e8dfc3f137cb3911bd32f5fd45e0f93
592e11be62420b171822becb,Vinolia,VeryLikelyOpen,541,0e8dfc3f137cb3911bd32f5fd45e0f93
51338952e4b0a0027e27bbe6,Saffron Indian Delicacies,Unsure,557,0e8dfc3f137cb3911bd32f5fd45e0f93
4e5acf96483b865169f1a8b6,Plaza Turquia,VeryLikelyOpen,610,0e8dfc3f137cb3911bd32f5fd45e0f93
4b7a1e42f964a52096232fe3,Starbucks,VeryLikelyOpen,535,0e8dfc3f137cb3911bd32f5fd45e0f93
4d6c217950deb1f78a2baf35,Concha y Toro,LikelyOpen,672,0e8dfc3f137cb3911bd32f5fd45e0f93
525a913611d29581587ad095,Día De La Bicicleta,LikelyOpen,555,0e8dfc3f137cb3911bd32f5fd45e0f93
597e3062da5ede2029f17144,Mercado Mastica,LikelyOpen,750,0e8dfc3f137cb3911bd32f5fd45e0f93
52dd6e40498e1876f3994eb5,Naoki,LikelyOpen,852,0e8dfc3f137cb3911bd32f5fd45e0f93
4cd332c6d160b1f7209c22ab,Museo Ralli,VeryLikelyOpen,838,0e8dfc3f137cb3911bd32f5fd45e0f93
5570f2a1498e84218b7c26a3,Pizzeria Tio Tomate,VeryLikelyOpen,889,0e8dfc3f137cb3911bd32f5fd45e0f93
5adba4fdb1ec13537395b276,Jose Ramon 277: Chopería& Sanguchería,Unsure,861,0e8dfc3f137cb3911bd32f5fd45e0f93
544ee15a498e693acb53b8cd,Romaria,VeryLikelyOpen,861,0e8dfc3f137cb3911bd32f5fd45e0f93
4b859985f964a520cc6731e3,Quinto Cielo,LikelyOpen,873,0e8dfc3f137cb3911bd32f5fd45e0f93
4c5db1737f661b8d6b164c1c,Fortunata,Unsure,919,0e8dfc3f137cb3911bd32f5fd45e0f93
51fe49b4498ef2e1a199321d,Half Marathon Scotiabank,LikelyOpen,611,0e8dfc3f137cb3911bd32f5fd45e0f93
4bb0f45df964a520a26d3ce3,Veterinaria Vespucio Norte,LikelyOpen,921,0e8dfc3f137cb3911bd32f5fd45e0f93
4b5dc539f964a520c46a29e3,La Punta,Unsure,968,0e8dfc3f137cb3911bd32f5fd45e0f93
4da99903cda1652a2b770380,Maryte Casa De Té,Unsure,776,0e8dfc3f137cb3911bd32f5fd45e0f93
4beec4ece24d20a1f1517314,La Pesca de los Mekis,LikelyOpen,949,0e8dfc3f137cb3911bd32f5fd45e0f93
4b682fe7f964a520f46a2be3,Lo Saldes,Unsure,893,0e8dfc3f137cb3911bd32f5fd45e0f93
52766af311d2dd870beff432,Americo Vespucio / Escriba de Balaguer,LikelyOpen,963,0e8dfc3f137cb3911bd32f5fd45e0f93
4b749528f964a520a7e52de3,Fuente Agua,LikelyOpen,926,0e8dfc3f137cb3911bd32f5fd45e0f93
4e902e206c25abdcf494f016,Cerro Negro,LikelyOpen,845,0e8dfc3f137cb3911bd32f5fd45e0f93
4b8d5570f964a5203bf532e3,Farmacia Ahumada Vitacura 3435,LikelyOpen,866,0e8dfc3f137cb3911bd32f5fd45e0f93
525d652311d247e3b3047c71,Range Rover,LikelyOpen,872,0e8dfc3f137cb3911bd32f5fd45e0f93
4b6ec8d5f964a52079ca2ce3,Farmacias Ahumada,LikelyOpen,878,0e8dfc3f137cb3911bd32f5fd45e0f93
0d2f7b36b5994d52b0f6a751,Nenelite,LikelyOpen,907,0e8dfc3f137cb3911bd32f5fd45e0f93
50c4e67fe4b013fc6b3f4a75,Farmacias Cruz Verde,VeryLikelyOpen,986,0e8dfc3f137cb3911bd32f5fd45e0f93
0114894bd5764fddb430991c,Casas Nordicas,LikelyOpen,956,0e8dfc3f137cb3911bd32f5fd45e0f93
014bf3b18253429fd9ca199f,Intregramedia Norte S.A.,LikelyOpen,969,0e8dfc3f137cb3911bd32f5fd45e0f93
0509a5bb292d498c11c5b4e7,Fulldat Ltda,LikelyOpen,988,0e8dfc3f137cb3911bd32f5fd45e0f93
4b4f44c9f964a52045ff26e3,Parque Bicentenario,VeryLikelyOpen,189,bdf4fc889476008ea8c644640f306bbc
5a0b26d451950e1a436b09a9,Osaka Santiago,Unsure,341,bdf4fc889476008ea8c644640f306bbc
56588808498eccbbde9ff9b1,Carnal Prime,VeryLikelyOpen,311,bdf4fc889476008ea8c644640f306bbc
51338952e4b0a0027e27bbe6,Saffron Indian Delicacies,Unsure,367,bdf4fc889476008ea8c644640f306bbc
592e11be62420b171822becb,Vinolia,VeryLikelyOpen,412,bdf4fc889476008ea8c644640f306bbc
597e3062da5ede2029f17144,Mercado Mastica,LikelyOpen,417,bdf4fc889476008ea8c644640f306bbc
5a2c6072345cbe4a6a16cad0,Millefleur Café Bistró,VeryLikelyOpen,419,bdf4fc889476008ea8c644640f306bbc
5760be4d498ea8c4476e4557,Cinépolis Casa Costanera,LikelyOpen,423,bdf4fc889476008ea8c644640f306bbc
4b8fad51f964a520a05c33e3,Starbucks,LikelyOpen,407,bdf4fc889476008ea8c644640f306bbc
53072977498ecde6b8dbab97,CasaCostanera,VeryLikelyOpen,423,bdf4fc889476008ea8c644640f306bbc
56214224498ecbeed61cfa7a,Zara Home - CasaCostanera,LikelyOpen,438,bdf4fc889476008ea8c644640f306bbc
516c733ee4b01f5270ed60b3,La Vinoteca,VeryLikelyOpen,492,bdf4fc889476008ea8c644640f306bbc
60ac2f2e19c4275b1b279456,Dondoh,VeryLikelyOpen,555,bdf4fc889476008ea8c644640f306bbc
4c4ef9489932e21ee3539fce,Color Animal,Unsure,622,bdf4fc889476008ea8c644640f306bbc
4d6c217950deb1f78a2baf35,Concha y Toro,LikelyOpen,655,bdf4fc889476008ea8c644640f306bbc
5cde0e6d31ac6c002c588ec2,Panchita,LikelyOpen,593,bdf4fc889476008ea8c644640f306bbc
55b17b28498e94bad0586829,Rubaiyat,VeryLikelyOpen,674,bdf4fc889476008ea8c644640f306bbc
4b859985f964a520cc6731e3,Quinto Cielo,LikelyOpen,593,bdf4fc889476008ea8c644640f306bbc
5adba4fdb1ec13537395b276,Jose Ramon 277: Chopería& Sanguchería,Unsure,618,bdf4fc889476008ea8c644640f306bbc
4c5db1737f661b8d6b164c1c,Fortunata,Unsure,649,bdf4fc889476008ea8c644640f306bbc
544ee15a498e693acb53b8cd,Romaria,VeryLikelyOpen,623,bdf4fc889476008ea8c644640f306bbc
51b8b10de4b0b209c41a99ed,Metissage,Unsure,719,bdf4fc889476008ea8c644640f306bbc
4eaa1120b8f7a50de8ab3123,La Mar,VeryLikelyOpen,735,bdf4fc889476008ea8c644640f306bbc
4b574bbef964a520dc2f28e3,Mestizo,VeryLikelyOpen,767,bdf4fc889476008ea8c644640f306bbc
4beec4ece24d20a1f1517314,La Pesca de los Mekis,LikelyOpen,639,bdf4fc889476008ea8c644640f306bbc
4ff1cc8ee4b0db77afc07ee0,Mirador Pablo Neruda,VeryLikelyOpen,785,bdf4fc889476008ea8c644640f306bbc
4b5dc539f964a520c46a29e3,La Punta,Unsure,668,bdf4fc889476008ea8c644640f306bbc
4b682fe7f964a520f46a2be3,Lo Saldes,Unsure,651,bdf4fc889476008ea8c644640f306bbc
4e5acf96483b865169f1a8b6,Plaza Turquia,VeryLikelyOpen,888,bdf4fc889476008ea8c644640f306bbc
52dd6e40498e1876f3994eb5,Naoki,LikelyOpen,899,bdf4fc889476008ea8c644640f306bbc
5570f2a1498e84218b7c26a3,Pizzeria Tio Tomate,VeryLikelyOpen,911,bdf4fc889476008ea8c644640f306bbc
4b7a1e42f964a52096232fe3,Starbucks,VeryLikelyOpen,860,bdf4fc889476008ea8c644640f306bbc
525a913611d29581587ad095,Día De La Bicicleta,LikelyOpen,892,bdf4fc889476008ea8c644640f306bbc
4b8d5570f964a5203bf532e3,Farmacia Ahumada Vitacura 3435,LikelyOpen,646,bdf4fc889476008ea8c644640f306bbc
4b6ec8d5f964a52079ca2ce3,Farmacias Ahumada,LikelyOpen,656,bdf4fc889476008ea8c644640f306bbc
525d652311d247e3b3047c71,Range Rover,LikelyOpen,667,bdf4fc889476008ea8c644640f306bbc
4f4701ede4b0cf7a04a958a3,Laguna Parque Bicentenario,VeryLikelyOpen,723,bdf4fc889476008ea8c644640f306bbc
4cd1fcde6200b1f79524dd28,Comunidad Los Gredos,LikelyOpen,752,bdf4fc889476008ea8c644640f306bbc
4e911fa3be7b7962e9d1e3e4,Papito's,Unsure,768,bdf4fc889476008ea8c644640f306bbc
4e7e24a002d59de1bbf24b42,Jardin Botanico Chagual,LikelyOpen,796,bdf4fc889476008ea8c644640f306bbc
5a89a2c83fcee849ab827487,Mirador Cerro El Carbon,LikelyOpen,800,bdf4fc889476008ea8c644640f306bbc
4d90f8eb6174a093a8cefee3,Volvo,LikelyOpen,810,bdf4fc889476008ea8c644640f306bbc
0509a5bb292d498c11c5b4e7,Fulldat Ltda,LikelyOpen,821,bdf4fc889476008ea8c644640f306bbc
18aa9fe59ba14db283042f2f,Servicios Educacionales y de Capacitacion Confucio Limitada,LikelyOpen,823,bdf4fc889476008ea8c644640f306bbc
524868a62fc6cd050205a6ed,Cerro Tupahue,VeryLikelyOpen,887,bdf4fc889476008ea8c644640f306bbc
50394290e4b022a04b169f7d,Plaza Palma Chilena,Unsure,901,bdf4fc889476008ea8c644640f306bbc
51fe49b4498ef2e1a199321d,Half Marathon Scotiabank,LikelyOpen,951,bdf4fc889476008ea8c644640f306bbc
4ed3c97f02d5feaa202a110a,Centro Oftalmologico Dr. Antolin Losada Rodriguez,LikelyOpen,954,bdf4fc889476008ea8c644640f306bbc
4ce3123a27a66ea87c193394,Terrazas Corona,LikelyOpen,960,bdf4fc889476008ea8c644640f306bbc
4e902e206c25abdcf494f016,Cerro Negro,LikelyOpen,971,bdf4fc889476008ea8c644640f306bbc
5b1158c28c812a002c33c068,Leboletó Café,VeryLikelyOpen,95,477882df2d31d623abade49bdf25e0df
55c9fd9a498ec279697e7f0c,Vincent Cafe,Unsure,287,477882df2d31d623abade49bdf25e0df
4e98d97861af89f39df636f0,Mendo's,LikelyOpen,408,477882df2d31d623abade49bdf25e0df
